step,hand_qpos_l2,piano_state_iou,sim_keys,ref_keys,goal_keys
343,1.3081852197647095,0.0,[],"[27, 36, 56, 58]","[27, 36, 58]"
344,1.3595811128616333,0.0,[32],"[27, 36, 58]","[27, 36, 58]"
345,1.3427958488464355,0.0,"[26, 32]","[27, 36, 58]","[27, 36, 58]"
346,1.3620833158493042,0.0,"[26, 32, 56]","[27, 36, 58]","[27, 36, 58]"
347,1.3392174243927002,0.0,"[26, 32]","[27, 29, 36, 58]","[27, 36, 58]"
348,1.34516441822052,0.0,"[26, 32]","[27, 29, 36, 58]","[27, 36, 58]"
349,1.3183977603912354,0.0,"[26, 32]","[27, 36, 58]","[27, 36, 58]"
350,1.3490169048309326,0.0,[],"[27, 36, 58]","[27, 36, 58]"
351,1.8503800630569458,0.0,[32],"[27, 36, 58]","[36, 57]"
352,1.4346396923065186,0.2,"[32, 56, 57]","[27, 36, 57]","[27, 36, 57]"
353,1.410069465637207,0.0,"[54, 56]","[27, 36, 57, 59]","[27, 36, 57]"
354,1.220136046409607,0.0,"[54, 56]","[27, 29, 36, 57, 59]","[27, 36, 55, 57]"
355,1.4618078470230103,0.0,[],"[27, 36, 55, 57]","[27, 36, 55]"
356,1.2347967624664307,0.0,"[28, 34, 54]","[27, 36, 55]","[27, 36, 55]"
357,1.260960578918457,0.0,"[28, 34, 56]","[27, 36, 55]","[27, 36, 55, 57]"
358,1.1623435020446777,0.0,"[28, 34, 54, 56]","[27, 29, 36, 55, 57]","[27, 36, 57]"
359,1.1290825605392456,0.0,"[28, 34, 54, 56]","[27, 29, 36, 57]","[27, 36, 57]"
360,1.3008354902267456,0.0,[],"[27, 29, 36, 57]","[27, 36, 55, 57]"
361,1.589640736579895,0.0,[54],"[27, 29, 36, 55, 57]","[27, 36, 55]"
362,1.4064044952392578,0.0,[54],"[27, 29, 36, 55]","[27, 36, 55]"
363,1.37381911277771,0.0,[54],"[27, 29, 36, 55]","[27, 36, 55]"
364,1.3616410493850708,0.0,"[26, 32, 54]","[27, 29, 36, 55]","[27, 36, 55]"
365,1.1895318031311035,0.0,"[26, 32]","[27, 29, 36, 55]","[27, 36, 55]"
366,1.3621916770935059,0.0,"[32, 54]","[27, 29, 36, 55]","[27, 36, 55]"
367,1.2339712381362915,0.0,"[32, 54]","[27, 29, 36, 55]","[27, 36, 55]"
368,1.3676328659057617,0.0,"[25, 26, 32, 54]","[27, 29, 36, 55]","[27, 36, 55]"
369,1.3172075748443604,0.0,"[32, 54]","[27, 36, 55]","[27, 36, 53, 55]"
370,1.2852107286453247,0.2,"[26, 32, 55]","[27, 36, 55]","[27, 36, 53]"
371,1.2194181680679321,0.0,"[26, 32]","[27, 36, 53]","[27, 36, 53]"
372,1.1715470552444458,0.2,"[52, 53]","[27, 29, 36, 53]","[27, 36, 53]"
373,1.1704163551330566,0.25,[53],"[27, 29, 36, 53]","[27, 36, 53]"
374,1.102925181388855,0.2,"[25, 32, 53]","[27, 36, 53]","[27, 36, 53]"
375,1.2957404851913452,0.3333333333333333,[53],"[27, 36, 53]","[27, 36, 53]"
376,1.3007889986038208,0.0,[],"[27, 30, 36, 53]","[26, 27, 36, 58]"
377,1.501197099685669,0.0,[],"[53, 58]","[26, 58]"
378,1.2681158781051636,0.0,"[21, 23]","[25, 58]","[26, 58]"
379,1.326137661933899,0.0,[],"[26, 58]","[26, 58]"
380,1.1805659532546997,0.0,"[55, 56]","[26, 58]","[26, 58]"
381,1.1087905168533325,0.0,"[21, 55, 56]","[26, 58]","[26, 58]"
382,1.1992270946502686,0.0,"[55, 56]","[26, 58]","[26, 58]"
383,1.0896110534667969,0.0,[],"[26, 58]","[26, 58]"
384,1.1817466020584106,0.0,"[21, 23, 56]","[26, 58]","[26, 58]"
385,1.2305396795272827,0.0,[],"[26, 58]","[26, 58]"
386,0.9774017930030823,0.0,[56],"[26, 58]","[26, 58]"
387,0.9603679776191711,0.0,[],"[26, 58]","[26, 58]"
388,1.031672477722168,0.0,[],"[26, 58]","[26, 58]"
389,1.1448708772659302,0.0,[],"[26, 58]","[26, 29, 58]"
390,1.0113154649734497,0.0,[],"[26, 29, 58]","[26, 29, 58]"
391,1.019391417503357,0.0,"[23, 54]","[26, 29, 58]","[26, 29, 58]"
392,0.9228256344795227,0.0,"[23, 54]","[26, 29, 58]","[26, 29, 58]"
393,1.0422511100769043,0.0,"[23, 54]","[26, 29, 58]","[26, 29, 58]"
394,1.207032561302185,0.0,[23],"[26, 29, 58]","[26, 29, 58]"
395,1.1210681200027466,0.0,[23],"[26, 29, 58]","[26, 29, 58]"
396,1.1744920015335083,0.0,[56],"[26, 29, 58]","[26, 29, 58]"
397,1.1716071367263794,0.0,[],"[26, 29, 58]","[26, 29, 58]"
398,1.1176185607910156,0.0,[],"[26, 29, 58]","[26, 29, 58]"
399,1.1893600225448608,0.0,[56],"[26, 29, 58]","[26, 29, 58]"
400,1.23714280128479,0.0,[56],"[26, 29, 58]","[26, 29, 58]"
401,1.4749408960342407,0.0,"[50, 56]","[26, 29, 58]","[26, 29, 31, 34, 51, 58]"
402,1.3827346563339233,0.0,"[50, 56]","[51, 58]","[31, 34, 51]"
403,1.1465150117874146,0.25,"[32, 34, 36]","[34, 51]","[31, 34, 51]"
404,1.21207857131958,0.0,[],"[34, 51]","[31, 34, 51]"
405,1.3224540948867798,0.0,[],"[31, 34, 51]","[31, 34, 50]"
406,1.2643173933029175,0.0,[],"[31, 34]","[31, 34, 50]"
407,1.3599931001663208,0.0,[],"[31, 34, 50]","[31, 34, 50]"
408,1.4163687229156494,0.0,"[30, 33, 47, 49]","[31, 34, 48, 50]","[31, 34, 51]"
409,1.2147036790847778,0.0,[49],"[31, 34, 51]","[31, 34, 51]"
410,1.2497977018356323,0.0,[],"[31, 34, 51]","[31, 34, 51]"
411,1.1078277826309204,0.0,[],"[31, 34, 51]","[31, 34, 51]"
412,1.1152735948562622,0.0,[],"[31, 34, 51]","[31, 34, 51]"
413,1.2058466672897339,0.0,[],"[31, 34, 51]","[31, 34, 51]"
414,1.259126901626587,0.0,[],"[31, 34, 51]","[31, 34, 51]"
415,1.2727805376052856,0.0,[],"[31, 34, 51]","[31, 34, 51]"
416,1.226044774055481,0.0,"[25, 27, 28]","[31, 34, 51]","[31, 34, 51]"
417,1.1401426792144775,0.0,"[45, 47]","[31, 34, 51]","[31, 34, 51]"
418,1.1241730451583862,0.0,[],"[31, 34, 51]","[31, 34, 51]"
419,1.2069562673568726,0.0,[],"[31, 34, 51]","[31, 34, 51]"
420,1.1537396907806396,0.0,[25],"[31, 34, 51]","[31, 34, 51]"
421,1.2160758972167969,0.0,[],"[31, 34, 51]","[31, 34, 51]"
422,1.190488576889038,0.0,[49],"[31, 34, 51]","[31, 34, 51]"
423,1.1726670265197754,0.0,[49],"[31, 34, 51]","[31, 34, 51]"
424,1.1419777870178223,0.0,[49],"[31, 34, 51]","[31, 34, 51]"
425,1.198866844177246,0.0,"[21, 27, 49]","[31, 34, 51]","[31, 34, 51]"
426,1.2182612419128418,0.0,"[21, 27, 49]","[31, 34, 51]","[27, 31, 34, 51]"
427,1.4306775331497192,0.0,[49],"[31, 34, 51]","[27, 34, 51]"
428,1.2661066055297852,0.0,[21],"[27, 29, 34, 51]","[27, 34, 51]"
429,1.1198021173477173,0.0,[],"[27, 34, 51]","[27, 34, 51]"
430,1.096635341644287,0.0,[],"[27, 34, 51]","[27, 34, 51]"
431,1.2460030317306519,0.2,"[20, 21, 27]","[27, 34, 51]","[27, 34, 51]"
432,1.1276367902755737,0.2,"[20, 21, 27]","[27, 34, 51]","[27, 34, 51]"
433,1.0886719226837158,0.2,"[20, 21, 27]","[27, 34, 51]","[27, 34, 51]"
434,1.176509141921997,0.3333333333333333,[51],"[27, 34, 51]","[27, 34, 51]"
435,1.0800496339797974,0.0,[],"[27, 34, 51]","[27, 34, 51]"
436,1.1373308897018433,0.0,[],"[27, 34, 51]","[27, 34, 51]"
437,1.2265766859054565,0.0,[23],"[27, 34, 51]","[27, 34, 51]"
438,1.3080384731292725,0.0,[],"[27, 34, 51]","[27, 34, 51, 53]"
439,1.5591684579849243,0.0,[],"[27, 34, 51]","[27, 34, 53]"
440,1.6840648651123047,0.0,[],"[27, 34, 53]","[27, 34, 53]"
441,1.3594114780426025,0.0,"[55, 56, 59]","[27, 34]","[27, 34, 53]"
442,1.300959587097168,0.0,"[25, 26, 31, 55, 56, 59]","[27, 34, 51, 53]","[27, 34, 53]"
443,1.3636199235916138,0.0,"[55, 56]","[27, 34, 53]","[27, 34, 53]"
444,1.3667411804199219,0.0,"[25, 55, 59]","[27, 34, 53]","[27, 34, 53, 55]"
445,1.2743606567382812,0.0,[],"[27, 34, 53, 55]","[27, 34, 55]"
446,1.2877262830734253,0.0,[],"[27, 34, 55]","[27, 34, 55]"
447,1.3820592164993286,0.0,[],"[27, 34, 55]","[27, 34, 55]"
448,1.1195546388626099,0.0,[37],"[27, 34, 55]","[27, 34, 55]"
449,1.3004207611083984,0.0,[],"[27, 34, 55]","[27, 34, 55]"
450,1.315737009048462,0.0,"[28, 36]","[27, 34, 55]","[27, 34, 55]"
451,1.730913758277893,0.0,"[28, 36]","[27, 34, 55]","[27, 29, 34, 48]"
452,1.5540614128112793,0.0,"[28, 36]",[34],"[29, 34, 48]"
453,1.3105583190917969,0.0,[28],"[27, 29, 34]","[29, 34, 48]"
454,1.3871521949768066,0.0,[28],"[29, 34]","[29, 34, 48]"
455,1.3019764423370361,0.0,[28],"[29, 34, 48, 50]","[29, 34, 48]"
456,1.2408597469329834,0.0,[28],"[29, 34, 48, 50]","[29, 34, 48]"
457,1.1358592510223389,0.0,[],"[29, 34, 48]","[29, 34, 48]"
458,1.0592443943023682,0.0,[],"[29, 34, 48]","[29, 34, 48]"
459,0.8769665956497192,0.25,"[28, 34]","[29, 34, 48]","[29, 34, 48]"
460,0.8793827295303345,0.0,[],"[29, 34, 48]","[29, 34, 48]"
461,0.9205031991004944,0.25,"[28, 34]","[29, 34, 48]","[29, 34, 48]"
462,0.8407298922538757,0.0,[],"[29, 34, 48]","[29, 34, 48]"
463,0.8950204253196716,0.0,"[28, 33]","[29, 34, 48]","[29, 34, 48]"
464,0.8804003000259399,0.0,"[28, 32]","[29, 34, 48]","[29, 34, 48]"
465,0.9259902834892273,0.0,[],"[29, 34, 48]","[29, 34, 48]"
466,1.1607385873794556,0.0,[],"[29, 34, 48]","[29, 34, 48]"
467,0.9554383158683777,0.0,[],"[29, 34, 48]","[29, 34, 48]"
468,1.141845703125,0.0,[28],"[29, 34, 48]","[29, 34, 48]"
469,1.0922116041183472,0.0,[],"[29, 34, 48]","[29, 34, 48]"
470,1.0876871347427368,0.0,[],"[29, 34, 48]","[29, 34, 48]"
471,1.0637446641921997,0.0,"[26, 31]","[29, 34, 48]","[29, 34, 48]"
472,1.11361563205719,0.0,[],"[29, 34, 48]","[29, 34, 48]"
473,1.0453310012817383,0.0,[],"[29, 34, 48]","[29, 34, 48]"
474,1.217903733253479,0.0,[],"[29, 34, 48]","[29, 34, 48]"
475,1.1226181983947754,0.0,[],"[29, 34, 48]","[29, 34, 48]"
476,1.7328060865402222,0.0,[],"[29, 34, 48]","[29, 33, 34, 48, 53]"
477,1.5640716552734375,0.0,[],"[29, 33, 34, 48]","[29, 33, 53]"
478,1.3443853855133057,0.0,[],"[29, 33]","[29, 33, 53]"
479,1.3435094356536865,0.0,"[30, 57]","[29, 33]","[29, 33, 53]"
480,1.2030351161956787,0.0,[30],"[29, 33, 53]","[29, 33, 53]"
481,1.136467456817627,0.0,"[30, 55]","[29, 33, 53]","[29, 33, 53]"
482,1.2582660913467407,0.0,[],"[29, 33, 53]","[29, 33, 53]"
483,1.1882015466690063,0.0,[30],"[29, 33, 53]","[29, 33, 53]"
484,1.2522156238555908,0.0,[],"[29, 33, 53]","[29, 33, 53]"
485,1.3249789476394653,0.0,[55],"[29, 33, 53]","[29, 33, 53]"
486,1.2802958488464355,0.0,"[30, 55]","[29, 33, 53]","[29, 33, 53]"
487,1.224623441696167,0.0,[30],"[29, 33, 53]","[29, 33, 53]"
488,1.2780799865722656,0.0,"[26, 30, 55]","[29, 33, 53]","[29, 33, 53]"
489,1.3318467140197754,0.0,[],"[29, 33, 53]","[29, 31, 53]"
490,1.3165520429611206,0.0,[55],"[29, 31, 53]","[29, 31, 53]"
491,1.292755365371704,0.0,[],"[29, 31, 53]","[29, 31, 53]"
492,1.0277918577194214,0.3333333333333333,[53],"[29, 31, 53]","[29, 31, 53]"
493,1.2017003297805786,0.3333333333333333,[53],"[29, 31, 53]","[29, 31, 53]"
494,1.258496642112732,0.3333333333333333,[53],"[29, 31, 53]","[29, 31, 53]"
495,1.1787834167480469,0.0,[],"[29, 31, 53]","[29, 31, 51, 53]"
496,1.2167800664901733,0.25,[51],"[29, 31, 51, 53]","[29, 31, 51]"
497,1.0792814493179321,0.0,[],"[29, 31, 51, 53]","[29, 31, 51]"
498,1.2650195360183716,0.0,[],"[29, 31, 51]","[29, 31, 51]"
499,1.277549386024475,0.0,[],"[29, 31, 51]","[29, 31, 51]"
500,1.0700304508209229,0.0,[],"[29, 31, 51]","[29, 31, 51]"
501,1.1520919799804688,0.0,[],"[29, 31, 51]","[29, 33, 50, 51]"
502,1.2581486701965332,0.0,[],"[29, 33, 51]","[29, 33, 50]"
503,1.5060571432113647,0.0,[],"[29, 33]","[29, 33, 50]"
504,1.2938791513442993,0.0,[],"[29, 33, 50]","[29, 33, 50]"
505,1.1226553916931152,0.0,[],"[29, 33, 50]","[29, 33, 50]"
506,1.35604989528656,0.0,[],"[29, 33, 50]","[29, 33, 50]"
507,1.3159555196762085,0.0,[],"[29, 33, 50]","[29, 33, 50]"
508,1.186842918395996,0.0,[],"[29, 33, 50]","[29, 33, 50]"
509,1.2488421201705933,0.0,[],"[29, 33, 50]","[29, 33, 50]"
510,1.4251142740249634,0.0,[],"[29, 33, 50]","[29, 33, 50]"
511,1.2152700424194336,0.0,[],"[29, 33, 50]","[29, 33, 50]"
512,1.187903642654419,0.0,[],"[29, 33, 50]","[29, 33, 50]"
513,1.3434020280838013,0.0,[],"[29, 33, 50]","[29, 33, 50]"
514,1.376335859298706,0.0,[49],"[29, 33, 50]","[29, 33, 50]"
515,1.3244574069976807,0.0,[49],"[29, 33, 50]","[29, 33, 50]"
516,1.5057069063186646,0.0,[49],"[29, 33, 50]","[29, 33, 50]"
517,1.6534972190856934,0.0,[49],"[29, 33, 50]","[29, 33, 50]"
518,1.7701531648635864,0.0,[49],"[29, 33, 50]","[29, 33, 50]"
519,1.782429814338684,0.0,[49],"[29, 33, 50]","[29, 33, 50, 51]"
520,1.7168866395950317,0.0,[],"[29, 33, 50]","[29, 33, 51]"
521,1.6458576917648315,0.0,[21],"[29, 33, 51, 53]","[29, 33, 51]"
522,1.7035335302352905,0.0,[],"[29, 33, 51]","[29, 33, 51]"
523,1.6720449924468994,0.0,[],"[29, 33, 51]","[29, 33, 51]"
524,1.7269744873046875,0.0,"[21, 27]","[29, 33, 51]","[29, 33, 51]"
525,1.8908061981201172,0.0,"[21, 27]","[29, 33, 51]","[29, 33, 51]"
526,1.9067494869232178,0.0,[],"[29, 33, 51]","[29, 33, 34, 50]"
527,1.8374643325805664,0.0,[23],"[29, 33]","[34, 50]"
528,1.6077749729156494,0.0,[],"[50, 51]","[34, 50]"
529,1.721602439880371,0.0,"[23, 46]",[50],"[34, 50]"
530,1.6977641582489014,0.0,[23],[50],"[34, 50, 51]"
531,1.6863471269607544,0.0,[23],[50],"[34, 51]"
532,1.6989144086837769,0.0,"[44, 46]",[34],"[34, 51]"
533,1.4516000747680664,0.0,[46],"[34, 50, 51]","[34, 50, 51]"
534,1.309799313545227,0.0,[46],"[34, 50, 51]","[34, 50]"
535,1.295854091644287,0.0,"[28, 29]","[34, 50, 51]","[34, 50]"
536,1.10905122756958,0.0,[],"[34, 50]","[34, 50]"
537,1.0436018705368042,0.0,[],"[34, 50]","[34, 50]"
538,0.9674180150032043,0.0,"[28, 29]","[34, 50]","[34, 50]"
539,1.0345685482025146,0.0,[],"[34, 50]","[34, 50]"
540,1.0750490427017212,0.0,"[28, 29, 30]","[34, 50]","[34, 50]"
541,1.0707826614379883,0.0,[],"[34, 50]","[34, 50]"
542,0.9956282377243042,0.0,[],"[34, 50]","[34, 50]"
543,0.9690373539924622,0.0,[],"[34, 50]","[34, 50]"
544,1.0832724571228027,0.0,[49],"[34, 50]","[34, 50]"
545,1.1481932401657104,0.0,[],"[34, 50]","[34, 50]"
546,1.264854073524475,0.0,"[28, 29, 30]","[34, 50]","[34, 50]"
547,0.9945492744445801,0.0,"[28, 30]","[34, 50]","[34, 50]"
548,1.0773937702178955,0.0,[],"[34, 50]","[34, 50]"
549,1.0089553594589233,0.0,[],"[34, 50]","[34, 50]"
