step,hand_qpos_l2,piano_state_iou,sim_keys,ref_keys,goal_keys
357,1.1496938467025757,0.3333333333333333,[55],"[27, 36, 55]","[27, 36, 55, 57]"
358,1.0331171751022339,0.16666666666666666,"[30, 36]","[27, 29, 36, 55, 57]","[27, 36, 57]"
359,1.1642619371414185,0.25,[36],"[27, 29, 36, 57]","[27, 36, 57]"
360,1.1962796449661255,0.0,[],"[27, 29, 36, 57]","[27, 36, 55, 57]"
361,1.3970860242843628,0.2,[55],"[27, 29, 36, 55, 57]","[27, 36, 55]"
362,1.4405442476272583,0.25,[55],"[27, 29, 36, 55]","[27, 36, 55]"
363,1.3685901165008545,0.25,[55],"[27, 29, 36, 55]","[27, 36, 55]"
364,1.3752413988113403,0.25,[55],"[27, 29, 36, 55]","[27, 36, 55]"
365,1.2715296745300293,0.25,[55],"[27, 29, 36, 55]","[27, 36, 55]"
366,1.2782355546951294,0.25,[55],"[27, 29, 36, 55]","[27, 36, 55]"
367,1.2933480739593506,0.25,[55],"[27, 29, 36, 55]","[27, 36, 55]"
368,1.2372549772262573,0.25,[55],"[27, 29, 36, 55]","[27, 36, 55]"
369,1.0864646434783936,0.3333333333333333,[55],"[27, 36, 55]","[27, 36, 53, 55]"
370,1.1707029342651367,0.25,"[55, 57]","[27, 36, 55]","[27, 36, 53]"
371,1.1540262699127197,0.2,"[36, 55, 57]","[27, 36, 53]","[27, 36, 53]"
372,1.0726138353347778,0.0,[55],"[27, 29, 36, 53]","[27, 36, 53]"
373,1.0080149173736572,0.0,[55],"[27, 29, 36, 53]","[27, 36, 53]"
374,1.0640273094177246,0.0,[55],"[27, 36, 53]","[27, 36, 53]"
375,1.1261382102966309,0.0,[55],"[27, 36, 53]","[27, 36, 53]"
376,1.1555876731872559,0.0,"[55, 60]","[27, 30, 36, 53]","[26, 27, 36, 58]"
377,1.1395946741104126,0.0,[60],"[53, 58]","[26, 58]"
378,1.0991770029067993,0.0,[26],"[25, 58]","[26, 58]"
379,1.0114458799362183,0.5,[26],"[26, 58]","[26, 58]"
380,1.1817262172698975,0.5,[26],"[26, 58]","[26, 58]"
381,1.085444450378418,0.5,[26],"[26, 58]","[26, 58]"
382,1.2358050346374512,0.5,[26],"[26, 58]","[26, 58]"
383,1.012188196182251,0.5,[26],"[26, 58]","[26, 58]"
384,0.9652888774871826,0.5,[26],"[26, 58]","[26, 58]"
385,1.1382695436477661,0.5,[26],"[26, 58]","[26, 58]"
386,0.9218668937683105,0.5,[26],"[26, 58]","[26, 58]"
387,0.8398314118385315,0.5,[26],"[26, 58]","[26, 58]"
388,0.6788308024406433,0.0,[],"[26, 58]","[26, 58]"
389,0.9004185795783997,0.0,[57],"[26, 58]","[26, 29, 58]"
390,0.6498571634292603,0.0,[57],"[26, 29, 58]","[26, 29, 58]"
391,0.7469602227210999,0.0,[],"[26, 29, 58]","[26, 29, 58]"
392,0.7023569941520691,0.0,"[28, 57]","[26, 29, 58]","[26, 29, 58]"
393,0.7484350800514221,0.0,"[28, 57]","[26, 29, 58]","[26, 29, 58]"
394,0.7686787843704224,0.0,[],"[26, 29, 58]","[26, 29, 58]"
395,0.723330557346344,0.0,[],"[26, 29, 58]","[26, 29, 58]"
396,0.7950375080108643,0.0,[],"[26, 29, 58]","[26, 29, 58]"
397,0.8225719332695007,0.0,[],"[26, 29, 58]","[26, 29, 58]"
398,0.8898212909698486,0.0,[57],"[26, 29, 58]","[26, 29, 58]"
399,0.8962638974189758,0.0,[57],"[26, 29, 58]","[26, 29, 58]"
400,1.0550167560577393,0.0,"[57, 59]","[26, 29, 58]","[26, 29, 58]"
401,1.428167700767517,0.0,"[30, 33]","[26, 29, 58]","[26, 29, 31, 34, 51, 58]"
402,1.2248730659484863,0.2,"[38, 51, 57, 59]","[51, 58]","[31, 34, 51]"
403,0.9554606080055237,0.3333333333333333,"[38, 51]","[34, 51]","[31, 34, 51]"
404,1.1340197324752808,0.3333333333333333,"[51, 57]","[34, 51]","[31, 34, 51]"
405,1.343213438987732,0.0,[],"[31, 34, 51]","[31, 34, 50]"
406,1.8769677877426147,0.0,[],"[31, 34]","[31, 34, 50]"
407,1.9963546991348267,0.0,[],"[31, 34, 50]","[31, 34, 50]"
408,2.0936434268951416,0.0,[],"[31, 34, 48, 50]","[31, 34, 51]"
409,2.073321580886841,0.0,[],"[31, 34, 51]","[31, 34, 51]"
410,1.9494788646697998,0.0,[54],"[31, 34, 51]","[31, 34, 51]"
411,2.099064350128174,0.0,[54],"[31, 34, 51]","[31, 34, 51]"
412,2.148923873901367,0.0,[54],"[31, 34, 51]","[31, 34, 51]"
413,2.198643445968628,0.0,[],"[31, 34, 51]","[31, 34, 51]"
414,2.1344077587127686,0.0,[],"[31, 34, 51]","[31, 34, 51]"
415,2.151998281478882,0.0,[],"[31, 34, 51]","[31, 34, 51]"
416,2.2061376571655273,0.0,[],"[31, 34, 51]","[31, 34, 51]"
417,2.070723533630371,0.0,[],"[31, 34, 51]","[31, 34, 51]"
418,2.015108823776245,0.25,"[29, 31]","[31, 34, 51]","[31, 34, 51]"
419,2.114170551300049,0.25,"[29, 31]","[31, 34, 51]","[31, 34, 51]"
420,2.038602113723755,0.25,"[29, 31]","[31, 34, 51]","[31, 34, 51]"
421,2.086960554122925,0.0,[],"[31, 34, 51]","[31, 34, 51]"
422,2.0101161003112793,0.0,[],"[31, 34, 51]","[31, 34, 51]"
423,2.0718746185302734,0.0,[],"[31, 34, 51]","[31, 34, 51]"
424,2.0444531440734863,0.0,[],"[31, 34, 51]","[31, 34, 51]"
425,2.134354591369629,0.0,[],"[31, 34, 51]","[31, 34, 51]"
426,1.569139838218689,0.0,[],"[31, 34, 51]","[27, 31, 34, 51]"
427,1.6209172010421753,0.0,[],"[31, 34, 51]","[27, 34, 51]"
428,1.6173529624938965,0.0,[],"[27, 29, 34, 51]","[27, 34, 51]"
429,1.7699991464614868,0.0,[],"[27, 34, 51]","[27, 34, 51]"
430,1.631584882736206,0.0,[],"[27, 34, 51]","[27, 34, 51]"
431,1.5124520063400269,0.0,[],"[27, 34, 51]","[27, 34, 51]"
432,1.533529281616211,0.0,[],"[27, 34, 51]","[27, 34, 51]"
433,1.6750688552856445,0.0,[],"[27, 34, 51]","[27, 34, 51]"
434,1.6215633153915405,0.0,[],"[27, 34, 51]","[27, 34, 51]"
435,1.64818274974823,0.0,[],"[27, 34, 51]","[27, 34, 51]"
436,1.62528657913208,0.0,[],"[27, 34, 51]","[27, 34, 51]"
437,1.4293043613433838,0.0,[53],"[27, 34, 51]","[27, 34, 51]"
438,1.8190953731536865,0.0,[],"[27, 34, 51]","[27, 34, 51, 53]"
439,2.1859371662139893,0.0,[28],"[27, 34, 51]","[27, 34, 53]"
440,2.0364294052124023,0.0,[],"[27, 34, 53]","[27, 34, 53]"
441,1.4039698839187622,0.0,[],"[27, 34]","[27, 34, 53]"
442,1.4220869541168213,0.0,[],"[27, 34, 51, 53]","[27, 34, 53]"
443,1.4651808738708496,0.0,[],"[27, 34, 53]","[27, 34, 53]"
444,1.3678019046783447,0.3333333333333333,[53],"[27, 34, 53]","[27, 34, 53, 55]"
445,1.3006383180618286,0.0,[],"[27, 34, 53, 55]","[27, 34, 55]"
446,1.262146234512329,0.0,[],"[27, 34, 55]","[27, 34, 55]"
447,1.3930935859680176,0.0,[],"[27, 34, 55]","[27, 34, 55]"
448,1.4899506568908691,0.0,[],"[27, 34, 55]","[27, 34, 55]"
449,1.5681010484695435,0.0,[57],"[27, 34, 55]","[27, 34, 55]"
450,1.7105181217193604,0.0,[],"[27, 34, 55]","[27, 34, 55]"
451,2.0452675819396973,0.0,[],"[27, 34, 55]","[27, 29, 34, 48]"
452,2.345892906188965,0.0,[],[34],"[29, 34, 48]"
453,2.3427023887634277,0.0,[],"[27, 29, 34]","[29, 34, 48]"
454,2.2488858699798584,0.0,[],"[29, 34]","[29, 34, 48]"
455,2.056919574737549,0.0,[],"[29, 34, 48, 50]","[29, 34, 48]"
456,1.8899890184402466,0.0,[],"[29, 34, 48, 50]","[29, 34, 48]"
457,2.004232883453369,0.0,[],"[29, 34, 48]","[29, 34, 48]"
458,1.934844970703125,0.0,[],"[29, 34, 48]","[29, 34, 48]"
459,1.978003978729248,0.0,[],"[29, 34, 48]","[29, 34, 48]"
460,1.8729636669158936,0.0,[],"[29, 34, 48]","[29, 34, 48]"
461,1.8126267194747925,0.0,[],"[29, 34, 48]","[29, 34, 48]"
462,1.812713623046875,0.0,[],"[29, 34, 48]","[29, 34, 48]"
463,1.74410080909729,0.0,[],"[29, 34, 48]","[29, 34, 48]"
464,1.7725722789764404,0.0,[],"[29, 34, 48]","[29, 34, 48]"
465,1.8024474382400513,0.0,[],"[29, 34, 48]","[29, 34, 48]"
466,1.8015319108963013,0.0,[28],"[29, 34, 48]","[29, 34, 48]"
467,1.6484013795852661,0.0,[28],"[29, 34, 48]","[29, 34, 48]"
468,1.5043330192565918,0.0,[],"[29, 34, 48]","[29, 34, 48]"
469,1.5571824312210083,0.0,[],"[29, 34, 48]","[29, 34, 48]"
470,1.4948718547821045,0.0,[],"[29, 34, 48]","[29, 34, 48]"
471,1.4828475713729858,0.0,[],"[29, 34, 48]","[29, 34, 48]"
472,1.5605131387710571,0.0,[],"[29, 34, 48]","[29, 34, 48]"
473,1.8413318395614624,0.0,[],"[29, 34, 48]","[29, 34, 48]"
474,1.7643911838531494,0.0,[],"[29, 34, 48]","[29, 34, 48]"
475,1.890372633934021,0.0,[],"[29, 34, 48]","[29, 34, 48]"
476,1.7939867973327637,0.0,[],"[29, 34, 48]","[29, 33, 34, 48, 53]"
477,1.4383127689361572,0.0,[],"[29, 33, 34, 48]","[29, 33, 53]"
478,1.2762317657470703,0.0,[],"[29, 33]","[29, 33, 53]"
479,1.2775475978851318,0.0,[],"[29, 33]","[29, 33, 53]"
480,1.3982009887695312,0.0,[],"[29, 33, 53]","[29, 33, 53]"
481,1.2677130699157715,0.0,[],"[29, 33, 53]","[29, 33, 53]"
482,1.1951699256896973,0.0,[],"[29, 33, 53]","[29, 33, 53]"
483,1.0948249101638794,0.0,[],"[29, 33, 53]","[29, 33, 53]"
484,1.0869534015655518,0.0,[],"[29, 33, 53]","[29, 33, 53]"
485,1.0979691743850708,0.0,[],"[29, 33, 53]","[29, 33, 53]"
486,1.2627888917922974,0.0,[],"[29, 33, 53]","[29, 33, 53]"
487,1.2725059986114502,0.0,[],"[29, 33, 53]","[29, 33, 53]"
488,1.3861497640609741,0.2,"[31, 33, 35]","[29, 33, 53]","[29, 33, 53]"
489,1.253273844718933,0.0,[],"[29, 33, 53]","[29, 31, 53]"
490,1.0885472297668457,0.0,[],"[29, 31, 53]","[29, 31, 53]"
491,1.097672462463379,0.0,[],"[29, 31, 53]","[29, 31, 53]"
492,1.324415683746338,0.0,[],"[29, 31, 53]","[29, 31, 53]"
493,1.4581313133239746,0.0,[],"[29, 31, 53]","[29, 31, 53]"
494,1.7075046300888062,0.0,[],"[29, 31, 53]","[29, 31, 53]"
495,1.6398494243621826,0.3333333333333333,[53],"[29, 31, 53]","[29, 31, 51, 53]"
496,2.186681032180786,0.0,[],"[29, 31, 51, 53]","[29, 31, 51]"
497,2.4011082649230957,0.0,[],"[29, 31, 51, 53]","[29, 31, 51]"
498,2.5133187770843506,0.0,[],"[29, 31, 51]","[29, 31, 51]"
499,2.4389965534210205,0.0,[],"[29, 31, 51]","[29, 31, 51]"
500,2.433560371398926,0.0,[],"[29, 31, 51]","[29, 31, 51]"
501,2.196545362472534,0.0,[],"[29, 31, 51]","[29, 33, 50, 51]"
502,1.9351845979690552,0.0,[],"[29, 33, 51]","[29, 33, 50]"
503,1.8348342180252075,0.0,[],"[29, 33]","[29, 33, 50]"
504,1.6152421236038208,0.0,[30],"[29, 33, 50]","[29, 33, 50]"
505,1.670352816581726,0.0,[30],"[29, 33, 50]","[29, 33, 50]"
506,1.6437047719955444,0.0,[],"[29, 33, 50]","[29, 33, 50]"
507,1.6438754796981812,0.0,[],"[29, 33, 50]","[29, 33, 50]"
508,1.8067412376403809,0.0,[],"[29, 33, 50]","[29, 33, 50]"
509,1.6972678899765015,0.0,[],"[29, 33, 50]","[29, 33, 50]"
510,1.8109928369522095,0.0,[],"[29, 33, 50]","[29, 33, 50]"
511,1.8064301013946533,0.0,[54],"[29, 33, 50]","[29, 33, 50]"
512,1.8146647214889526,0.0,[54],"[29, 33, 50]","[29, 33, 50]"
513,1.9301711320877075,0.0,[54],"[29, 33, 50]","[29, 33, 50]"
514,1.811074137687683,0.0,[54],"[29, 33, 50]","[29, 33, 50]"
515,2.082045555114746,0.0,[54],"[29, 33, 50]","[29, 33, 50]"
516,2.156381845474243,0.0,[54],"[29, 33, 50]","[29, 33, 50]"
517,2.051311731338501,0.0,[54],"[29, 33, 50]","[29, 33, 50]"
518,2.301837682723999,0.0,[],"[29, 33, 50]","[29, 33, 50]"
519,2.196906328201294,0.0,[],"[29, 33, 50]","[29, 33, 50, 51]"
520,2.1328091621398926,0.0,[],"[29, 33, 50]","[29, 33, 51]"
521,2.140817642211914,0.0,[],"[29, 33, 51, 53]","[29, 33, 51]"
522,2.284433364868164,0.0,[],"[29, 33, 51]","[29, 33, 51]"
523,2.4105262756347656,0.0,[28],"[29, 33, 51]","[29, 33, 51]"
524,2.4036567211151123,0.0,[],"[29, 33, 51]","[29, 33, 51]"
525,2.3099567890167236,0.0,[],"[29, 33, 51]","[29, 33, 51]"
526,2.364809513092041,0.0,[],"[29, 33, 51]","[29, 33, 34, 50]"
527,2.0954620838165283,0.0,[],"[29, 33]","[34, 50]"
528,1.7956130504608154,0.0,[],"[50, 51]","[34, 50]"
529,1.7299007177352905,0.0,[],[50],"[34, 50]"
530,1.780517578125,0.0,[],[50],"[34, 50, 51]"
531,1.9811581373214722,0.0,[],[50],"[34, 51]"
532,2.1531307697296143,0.0,[35],[34],"[34, 51]"
533,2.228531837463379,0.0,[],"[34, 50, 51]","[34, 50, 51]"
534,2.107944965362549,0.0,[],"[34, 50, 51]","[34, 50]"
535,1.696212649345398,0.0,[],"[34, 50, 51]","[34, 50]"
536,1.7671575546264648,0.0,[],"[34, 50]","[34, 50]"
537,1.6926381587982178,0.0,[],"[34, 50]","[34, 50]"
538,1.8947069644927979,0.0,[],"[34, 50]","[34, 50]"
539,1.8763420581817627,0.0,[],"[34, 50]","[34, 50]"
540,1.7294273376464844,0.0,[],"[34, 50]","[34, 50]"
541,1.7679907083511353,0.0,[],"[34, 50]","[34, 50]"
542,1.8036668300628662,0.0,[],"[34, 50]","[34, 50]"
543,1.676617980003357,0.0,[],"[34, 50]","[34, 50]"
544,1.7813762426376343,0.0,[29],"[34, 50]","[34, 50]"
545,1.7132855653762817,0.0,[29],"[34, 50]","[34, 50]"
546,1.8153046369552612,0.0,[],"[34, 50]","[34, 50]"
547,1.970776915550232,0.0,[],"[34, 50]","[34, 50]"
548,1.9401549100875854,0.0,[],"[34, 50]","[34, 50]"
549,1.9263519048690796,0.0,[],"[34, 50]","[34, 50]"
